subcategory_id,category_id,cf_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date
subcat18,cat2,2110,Daniel-Luna,Mandatory multimedia leverage,75000.0,2529,failed,40,US,USD,2020-10-19,2021-01-16
subcat4,cat4,1038,Weaver-Marquez,Focused analyzing circuit,1300.0,5614,successful,80,US,USD,2021-04-09,2022-01-03
subcat14,cat6,2893,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.0,3496,canceled,57,US,USD,2021-06-03,2021-10-28
subcat2,cat2,805,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000.0,4257,successful,43,US,USD,2020-12-24,2021-08-28
subcat5,cat5,225,Jackson Inc,Mandatory multi-tasking encryption,196900.0,199110,successful,2053,US,USD,2020-12-06,2021-08-20
subcat5,cat5,968,Warren Ltd,Distributed system-worthy application,194500.0,41212,live,808,AU,AUD,2021-06-06,2021-09-20
subcat23,cat5,1369,Schultz Inc,Synergistic tertiary time-frame,9400.0,6338,failed,226,DK,DKK,2021-01-27,2021-08-23
subcat4,cat4,1417,Thompson LLC,Customer-focused impactful benchmark,104400.0,99100,failed,1625,US,USD,2020-06-12,2021-06-16
subcat4,cat4,3011,Johnson Inc,Profound next generation infrastructure,8100.0,12300,successful,168,US,USD,2020-02-23,2021-03-04
subcat8,cat2,2691,Morgan-Warren,Face-to-face encompassing info-mediaries,87900.0,171549,successful,4289,US,USD,2020-12-19,2021-07-29
subcat2,cat2,2159,Sullivan Group,Open-source fresh-thinking policy,1400.0,14324,successful,165,US,USD,2021-05-31,2021-07-23
subcat4,cat4,2515,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,6024,failed,143,US,USD,2020-10-06,2021-05-13
subcat4,cat4,544,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,188721,successful,1815,US,USD,2020-08-21,2021-01-05
subcat23,cat5,3030,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.0,57911,failed,934,US,USD,2021-03-08,2021-06-27
subcat13,cat5,817,Price-Rodriguez,Adaptive logistical initiative,5700.0,12309,successful,397,GB,GBP,2021-02-03,2021-04-25
subcat11,cat5,1400,Huang-Henderson,Stand-alone mobile customer loyalty,41700.0,138497,successful,1539,US,USD,2020-08-29,2021-08-03
subcat4,cat4,657,Owens-Le,Focused composite approach,7900.0,667,failed,17,US,USD,2021-07-30,2021-11-30
subcat1,cat1,966,Huff LLC,Face-to-face clear-thinking Local Area Network,121500.0,119830,failed,2179,US,USD,2021-04-09,2021-09-30
subcat15,cat8,1558,Johnson LLC,Cross-group cohesive circuit,4800.0,6623,successful,138,US,USD,2020-12-17,2021-04-26
subcat4,cat4,1379,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,81897,failed,931,US,USD,2021-03-27,2021-08-24
subcat23,cat5,286,Lester-Moore,Diverse analyzing definition,46300.0,186885,successful,3594,US,USD,2020-12-31,2021-05-29
subcat2,cat2,894,Fox-Quinn,Enterprise-wide reciprocal success,67800.0,176398,successful,5880,US,USD,2020-10-13,2021-02-27
subcat15,cat8,709,Garcia Inc,Progressive neutral middleware,3000.0,10999,successful,112,US,USD,2020-11-25,2021-02-07
subcat21,cat7,1599,Johnson-Lee,Intuitive exuding process improvement,60900.0,102751,successful,943,US,USD,2020-08-06,2021-06-14
subcat11,cat5,905,Pineda Group,Exclusive real-time protocol,137900.0,165352,successful,2468,US,USD,2021-05-11,2021-10-17
subcat21,cat7,146,Hoffman-Howard,Extended encompassing application,85600.0,165798,successful,2551,US,USD,2020-12-18,2021-03-09
subcat12,cat7,1632,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400.0,10084,successful,101,US,USD,2021-01-24,2021-06-14
subcat4,cat4,537,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5523,canceled,67,US,USD,2021-02-11,2021-09-12
subcat4,cat4,1289,Davis-Rodriguez,Progressive secondary portal,3400.0,5823,successful,92,US,USD,2020-12-04,2021-11-08
subcat11,cat5,2712,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,6000,successful,62,US,USD,2021-10-14,2021-10-18
subcat12,cat7,1980,Mendoza-Parker,Enterprise-wide motivating matrices,7500.0,8181,successful,149,IT,EUR,2020-06-15,2021-06-27
subcat11,cat5,296,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,3589,failed,92,US,USD,2020-09-14,2021-02-22
subcat2,cat2,1760,Gallegos-Cobb,Object-based directional function,39500.0,4323,failed,57,AU,AUD,2021-01-20,2021-11-30
subcat11,cat5,2435,Ellison PLC,Re-contextualized tangible open architecture,9300.0,14822,successful,329,US,USD,2021-03-14,2021-11-13
subcat4,cat4,2343,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138,successful,97,DK,DKK,2020-06-10,2021-02-27
subcat9,cat3,2556,Mason-Sanders,Networked web-enabled instruction set,3200.0,3127,failed,41,US,USD,2021-04-11,2021-12-02
subcat4,cat4,2495,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124,successful,1784,US,USD,2020-04-18,2021-02-19
subcat10,cat6,2497,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,171729,successful,1684,AU,AUD,2021-01-16,2021-07-22
subcat2,cat2,1955,"Hill, Martin and Garcia",Sharable scalable core,8400.0,10729,successful,250,US,USD,2020-08-21,2021-02-28
subcat4,cat4,1129,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240,successful,238,US,USD,2021-04-16,2021-08-27
subcat4,cat4,636,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988,successful,53,US,USD,2021-05-01,2021-12-27
subcat4,cat4,434,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771,successful,214,US,USD,2020-09-15,2021-03-21
subcat3,cat3,1231,Walters-Carter,Seamless value-added standardization,4500.0,14649,successful,222,US,USD,2020-11-19,2021-11-26
subcat14,cat6,3162,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,184658,successful,1884,US,USD,2020-09-19,2021-01-14
subcat21,cat7,1717,Roberts and Sons,Streamlined holistic knowledgebase,6200.0,13103,successful,218,AU,AUD,2020-11-02,2021-08-01
subcat19,cat6,211,Avila-Nelson,Up-sized intermediate website,61500.0,168095,successful,6465,US,USD,2020-03-24,2021-02-18
subcat2,cat2,2635,Robbins and Sons,Future-proofed directional synergy,100.0,3,failed,1,US,USD,2020-09-15,2021-02-26
subcat4,cat4,1854,Singleton Ltd,Enhanced user-facing function,7100.0,3840,failed,101,US,USD,2020-07-31,2021-07-29
subcat4,cat4,436,Perez PLC,Operative bandwidth-monitored interface,1000.0,6263,successful,59,US,USD,2020-11-24,2021-08-27
subcat7,cat5,2965,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,108161,failed,1335,CA,CAD,2020-09-02,2021-02-23
subcat10,cat6,1034,Barry Group,De-engineered static Local Area Network,4600.0,8505,successful,88,US,USD,2021-06-23,2021-08-27
subcat2,cat2,614,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.0,96735,successful,1697,US,USD,2020-11-02,2021-09-26
subcat2,cat2,1792,Smith-Reid,Optimized actuating toolset,4100.0,959,failed,15,GB,GBP,2020-11-02,2021-10-16
subcat4,cat4,121,Williams Inc,Decentralized exuding strategy,5700.0,8322,successful,92,US,USD,2020-05-02,2021-05-07
subcat4,cat4,2936,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424,successful,186,US,USD,2020-11-13,2021-10-23
subcat15,cat8,2081,Watkins Ltd,Multi-channeled responsive implementation,1800.0,10755,successful,138,US,USD,2021-04-06,2021-06-29
subcat2,cat2,1204,Allen-Jones,Centralized modular initiative,6300.0,9935,successful,261,US,USD,2021-07-14,2021-10-11
subcat2,cat2,669,Mason-Smith,Reverse-engineered cohesive migration,84300.0,26303,failed,454,US,USD,2021-08-03,2021-09-12
subcat8,cat2,735,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.0,5328,successful,107,US,USD,2021-02-26,2021-10-01
subcat15,cat8,933,Walker Ltd,Organic eco-centric success,2900.0,10756,successful,199,US,USD,2020-10-25,2021-05-05
subcat4,cat4,3055,Gordon PLC,Virtual reciprocal policy,45600.0,165375,successful,5512,US,USD,2021-08-28,2021-10-29
subcat4,cat4,270,Lee and Sons,Persevering interactive emulation,4900.0,6031,successful,86,US,USD,2020-05-14,2021-03-09
subcat18,cat2,647,Cole LLC,Proactive responsive emulation,111900.0,85902,failed,3182,IT,EUR,2021-08-06,2022-01-12
subcat4,cat4,1219,Acosta PLC,Extended eco-centric function,61600.0,143910,successful,2768,AU,AUD,2021-05-07,2021-09-23
subcat5,cat5,1257,Brown-Mckee,Networked optimal productivity,1500.0,2708,successful,48,US,USD,2021-03-22,2022-01-09
subcat20,cat5,2162,Miles and Sons,Persistent attitude-oriented approach,3500.0,8842,successful,87,US,USD,2021-06-10,2021-06-23
subcat12,cat7,2274,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.0,47260,canceled,1890,US,USD,2021-10-06,2021-10-12
subcat15,cat8,2284,Foley-Cox,Progressive zero administration leverage,153700.0,1953,live,61,US,USD,2021-07-08,2022-01-12
subcat4,cat4,407,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349,successful,1894,US,USD,2021-06-17,2021-10-24
subcat4,cat4,2440,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704,successful,282,CA,CAD,2020-11-03,2021-07-14
subcat4,cat4,2476,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773,failed,15,US,USD,2021-09-12,2021-12-02
subcat19,cat6,41,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.0,9419,successful,116,US,USD,2021-06-01,2021-12-30
subcat12,cat7,890,Fields Ltd,Front-line foreground project,5500.0,5324,failed,133,US,USD,2021-05-22,2021-06-20
subcat4,cat4,2743,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465,successful,83,US,USD,2020-12-13,2021-04-23
subcat3,cat3,266,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799,successful,91,US,USD,2021-03-27,2021-08-22
subcat4,cat4,3113,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656,successful,546,US,USD,2020-10-01,2021-07-24
subcat11,cat5,1909,Braun PLC,Function-based high-level infrastructure,2500.0,14536,successful,393,US,USD,2021-07-05,2021-11-04
subcat4,cat4,962,Drake PLC,Profound object-oriented paradigm,164500.0,150552,failed,2062,US,USD,2020-02-24,2021-04-05
subcat20,cat5,213,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,9076,successful,133,US,USD,2021-07-19,2021-08-17
subcat2,cat2,2741,Lucas-Mullins,Business-focused dynamic instruction set,8100.0,1517,failed,29,DK,DKK,2020-05-26,2021-03-19
subcat3,cat3,2589,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153,failed,132,US,USD,2021-02-19,2021-04-09
subcat4,cat4,1238,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357,successful,254,US,USD,2020-08-18,2021-01-24
subcat4,cat4,164,Obrien-Aguirre,Devolved uniform complexity,112100.0,19557,canceled,184,US,USD,2021-02-14,2021-11-11
subcat6,cat2,2685,Ferguson PLC,Public-key intangible superstructure,6300.0,13213,successful,176,US,USD,2020-10-02,2021-02-18
subcat17,cat2,2836,Garcia Ltd,Secured global success,5600.0,5476,failed,137,DK,DKK,2020-12-12,2021-04-13
subcat4,cat4,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474,successful,337,CA,CAD,2021-03-10,2021-08-17
subcat5,cat5,3111,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,91722,failed,908,US,USD,2020-11-17,2021-08-15
subcat3,cat3,1414,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219,successful,107,US,USD,2021-03-04,2022-02-19
subcat1,cat1,2765,Ho-Harris,Versatile cohesive encoding,7300.0,717,failed,10,US,USD,2020-11-30,2021-09-27
subcat4,cat4,939,Ross Group,Organized executive solution,6500.0,1065,canceled,32,IT,EUR,2021-02-01,2021-03-25
subcat4,cat4,390,Turner-Davis,Automated local emulation,600.0,8038,successful,183,US,USD,2021-02-16,2021-06-08
subcat4,cat4,2851,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769,failed,1910,CH,CHF,2021-02-06,2021-10-23
subcat4,cat4,1607,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352,failed,38,AU,AUD,2020-04-27,2021-03-09
subcat4,cat4,3201,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785,failed,104,AU,AUD,2020-11-25,2021-03-10
subcat2,cat2,641,"Chase, Garcia and Johnson",Adaptive intangible database,3500.0,5037,successful,72,US,USD,2021-05-19,2021-06-20
subcat1,cat1,524,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.0,1954,failed,49,US,USD,2021-11-22,2022-02-04
subcat10,cat6,2423,Cooke PLC,Focused executive core,100.0,5,failed,1,DK,DKK,2020-12-04,2021-09-24
subcat5,cat5,1532,Wong-Walker,Multi-channeled disintermediate policy,900.0,12102,successful,295,US,USD,2021-06-07,2021-09-03
subcat4,cat4,1748,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234,failed,245,US,USD,2020-06-06,2021-05-23
subcat8,cat2,3168,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,2809,failed,32,US,USD,2021-01-11,2021-12-21
subcat5,cat5,1077,Peterson PLC,User-friendly discrete benchmark,2100.0,11469,successful,142,US,USD,2021-02-02,2021-04-09
subcat4,cat4,3114,Townsend Ltd,Grass-roots actuating policy,2800.0,8014,successful,85,US,USD,2021-01-26,2021-05-14
subcat4,cat4,2547,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514,failed,7,US,USD,2021-08-11,2021-11-17
subcat14,cat6,2065,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,43473,successful,659,DK,DKK,2021-03-19,2021-09-24
subcat4,cat4,1143,Davis Ltd,Grass-roots optimizing projection,118200.0,87560,failed,803,US,USD,2021-07-16,2021-11-17
subcat8,cat2,2545,Harris-Perry,User-centric 6thgeneration attitude,4100.0,3087,canceled,75,US,USD,2021-03-04,2021-07-25
subcat12,cat7,1315,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.0,1586,failed,16,US,USD,2021-03-27,2021-04-22
subcat4,cat4,2219,Flores PLC,Focused real-time help-desk,6300.0,12812,successful,121,US,USD,2020-12-08,2021-05-08
subcat4,cat4,854,Martinez LLC,Robust impactful approach,59100.0,183345,successful,3742,US,USD,2020-12-30,2022-02-05
subcat2,cat2,336,Miller-Irwin,Secured maximized policy,2200.0,8697,successful,223,US,USD,2021-11-25,2021-12-01
subcat5,cat5,3014,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,4126,successful,133,US,USD,2020-06-03,2021-04-10
subcat4,cat4,326,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220,failed,31,US,USD,2021-07-09,2021-08-02
subcat1,cat1,2991,Martin-Marshall,Configurable demand-driven matrix,9600.0,6401,failed,108,IT,EUR,2020-12-18,2021-10-05
subcat4,cat4,1359,Summers PLC,Cross-group coherent hierarchy,6600.0,1269,failed,30,US,USD,2020-07-30,2021-03-21
subcat2,cat2,341,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.0,903,failed,17,US,USD,2021-07-28,2021-09-24
subcat3,cat3,2365,Mills Group,Advanced empowering matrix,8400.0,3251,canceled,64,US,USD,2020-03-23,2021-02-21
subcat14,cat6,358,Sandoval-Powell,Phased holistic implementation,84400.0,8092,failed,80,US,USD,2021-05-08,2021-08-02
subcat13,cat5,583,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,160422,failed,2468,US,USD,2021-05-29,2021-09-08
subcat4,cat4,1373,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377,successful,5168,US,USD,2021-03-17,2021-03-21
subcat5,cat5,2665,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,2148,failed,26,GB,GBP,2021-05-02,2022-01-24
subcat4,cat4,2500,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648,successful,307,US,USD,2021-04-17,2021-08-27
subcat4,cat4,921,Saunders Group,Programmable systemic implementation,6500.0,5897,failed,73,US,USD,2020-05-30,2021-01-30
subcat11,cat5,135,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,3326,failed,128,US,USD,2020-05-26,2021-04-13
subcat4,cat4,2413,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002,failed,33,US,USD,2020-04-09,2021-04-14
subcat2,cat2,3004,Young PLC,Innovative well-modulated functionalities,98700.0,131826,successful,2441,US,USD,2020-08-31,2021-05-02
subcat12,cat7,1911,Willis and Sons,Fundamental incremental database,93800.0,21477,live,211,US,USD,2021-04-05,2021-06-15
subcat5,cat5,2726,Thompson-Bates,Expanded encompassing open architecture,33700.0,62330,successful,1385,GB,GBP,2021-01-04,2021-04-17
subcat1,cat1,2049,Rose-Silva,Intuitive static portal,3300.0,14643,successful,190,US,USD,2021-01-29,2021-06-24
subcat9,cat3,1732,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396,successful,470,US,USD,2020-07-29,2021-03-21
subcat4,cat4,1174,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900,successful,253,US,USD,2020-10-27,2021-05-01
subcat2,cat2,1194,Mcgee Group,Assimilated discrete algorithm,66200.0,123538,successful,1113,US,USD,2020-06-26,2021-05-03
subcat2,cat2,3176,Jordan-Acosta,Operative uniform hub,173800.0,198628,successful,2283,US,USD,2020-02-26,2021-02-11
subcat2,cat2,642,Nunez Inc,Customizable intangible capability,70700.0,68602,failed,1072,US,USD,2020-11-05,2021-07-20
subcat4,cat4,34,Hayden Ltd,Innovative didactic analyzer,94500.0,116064,successful,1095,US,USD,2020-06-16,2021-07-07
subcat4,cat4,217,Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042,successful,1690,US,USD,2020-12-19,2021-04-26
subcat4,cat4,1693,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974,canceled,1297,CA,CAD,2021-02-06,2022-02-09
subcat15,cat8,2333,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.0,34964,failed,393,US,USD,2021-04-02,2021-12-22
subcat8,cat2,80,Guzman Group,Ameliorated disintermediate utilization,114300.0,96777,failed,1257,US,USD,2021-02-09,2021-09-21
subcat4,cat4,2847,Gibson-Hernandez,Visionary foreground middleware,47900.0,31864,failed,328,US,USD,2021-02-16,2021-06-08
subcat4,cat4,3104,Spencer-Weber,Optional zero-defect task-force,9000.0,4853,failed,147,US,USD,2020-12-04,2021-07-12
subcat12,cat7,980,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.0,82959,failed,830,US,USD,2020-12-11,2021-06-17
subcat7,cat5,476,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,23159,failed,331,GB,GBP,2021-04-05,2021-08-08
subcat8,cat2,116,Little-Marsh,Virtual attitude-oriented migration,8000.0,2758,failed,25,US,USD,2021-10-06,2021-12-27
subcat3,cat3,2900,Petersen and Sons,Open-source full-range portal,900.0,12607,successful,191,US,USD,2021-05-02,2022-02-12
subcat1,cat1,553,Hensley Ltd,Versatile cohesive open system,199000.0,142823,failed,3483,US,USD,2021-07-26,2021-11-20
subcat4,cat4,2834,Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958,failed,923,US,USD,2021-05-26,2021-05-31
subcat18,cat2,2314,Shannon Ltd,Pre-emptive neutral capacity,100.0,5,failed,1,US,USD,2021-01-18,2021-07-24
subcat2,cat2,2005,Young LLC,Universal maximized methodology,74100.0,94631,successful,2013,US,USD,2021-09-11,2021-10-04
subcat4,cat4,2514,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977,failed,33,CA,CAD,2021-04-24,2021-07-04
subcat4,cat4,702,Mills-Roy,Profit-focused multi-tasking access,33600.0,137961,successful,1703,US,USD,2020-07-24,2021-04-15
subcat5,cat5,42,Brown Group,Profit-focused transitional capability,6100.0,7548,successful,80,DK,DKK,2020-11-21,2021-04-05
subcat9,cat3,948,Burns-Burnett,Front-line scalable definition,3800.0,2241,live,86,US,USD,2020-08-27,2021-05-18
subcat4,cat4,2926,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431,failed,40,IT,EUR,2021-10-11,2022-01-17
subcat12,cat7,1971,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.0,4253,successful,41,US,USD,2020-10-19,2021-08-24
subcat15,cat8,748,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.0,1146,failed,23,CA,CAD,2021-03-04,2021-03-13
subcat11,cat5,684,Salazar-Moon,Compatible needs-based architecture,4000.0,11948,successful,187,US,USD,2020-09-02,2021-07-15
subcat4,cat4,385,Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132,successful,2875,GB,GBP,2020-12-27,2021-12-25
subcat4,cat4,3007,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546,successful,88,US,USD,2021-03-06,2021-05-27
subcat2,cat2,2612,Lawrence Group,Automated actuating conglomeration,3700.0,13755,successful,191,US,USD,2021-04-22,2022-01-25
subcat2,cat2,807,Gray-Davis,Re-contextualized local initiative,5200.0,8330,successful,139,US,USD,2021-03-11,2021-10-06
subcat8,cat2,2087,Ramirez-Myers,Switchable intangible definition,900.0,14547,successful,186,US,USD,2020-11-24,2021-10-15
subcat4,cat4,53,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735,successful,112,AU,AUD,2021-07-23,2021-09-10
subcat4,cat4,2944,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658,successful,101,US,USD,2021-01-24,2021-07-20
subcat4,cat4,2963,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870,failed,75,US,USD,2021-05-11,2022-01-17
subcat5,cat5,2976,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,14394,successful,206,GB,GBP,2021-07-04,2021-10-14
subcat20,cat5,3051,Smith-Gonzalez,Polarized needs-based approach,5400.0,14743,successful,154,US,USD,2021-03-29,2021-06-01
subcat4,cat4,2777,Skinner PLC,Intuitive well-modulated middleware,112300.0,178965,successful,5966,US,USD,2021-06-30,2021-08-18
subcat4,cat4,3064,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410,failed,2176,US,USD,2021-10-18,2021-10-23
subcat5,cat5,56,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.0,14324,successful,169,US,USD,2021-05-14,2021-12-01
subcat4,cat4,763,Brown-Parker,Down-sized coherent toolset,22500.0,164291,successful,2106,US,USD,2021-01-22,2021-06-24
subcat5,cat5,896,Marshall Inc,Open-source multi-tasking data-warehouse,167400.0,22073,failed,441,US,USD,2021-03-09,2021-04-05
subcat8,cat2,1409,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,1479,failed,25,US,USD,2021-08-12,2021-11-20
subcat2,cat2,2889,Perry PLC,Mandatory uniform matrix,3400.0,12275,successful,131,US,USD,2020-06-22,2021-05-09
subcat4,cat4,2338,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5098,failed,127,US,USD,2021-01-16,2021-12-08
subcat5,cat5,2905,Fleming-Oliver,Managed stable function,178200.0,24882,failed,355,US,USD,2021-02-09,2021-07-25
subcat4,cat4,1779,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912,failed,44,GB,GBP,2020-07-17,2021-01-30
subcat4,cat4,2291,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008,successful,84,US,USD,2020-12-25,2021-04-03
subcat4,cat4,3192,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9749,successful,155,US,USD,2020-12-07,2021-09-04
subcat15,cat8,1696,King Ltd,Visionary systemic process improvement,9100.0,5803,failed,67,US,USD,2021-03-28,2021-06-10
subcat1,cat1,1559,Baker Ltd,Progressive intangible flexibility,6300.0,14199,successful,189,US,USD,2021-04-17,2021-12-21
subcat5,cat5,1405,"Baker, Collins and Smith",Reactive real-time software,114400.0,196779,successful,4799,US,USD,2021-09-12,2021-12-15
subcat10,cat6,521,Warren-Harrison,Programmable incremental knowledge user,38900.0,56859,successful,1137,US,USD,2020-04-19,2021-01-20
subcat4,cat4,1625,Gardner Group,Progressive 5thgeneration customer loyalty,135500.0,103554,failed,1068,US,USD,2021-06-19,2021-11-11
subcat9,cat3,2808,Flores-Lambert,Triple-buffered logistical frame,109000.0,42795,failed,424,US,USD,2021-07-17,2021-10-04
subcat8,cat2,764,Cruz Ltd,Exclusive dynamic adapter,114800.0,12938,canceled,145,CH,CHF,2020-06-25,2021-03-08
subcat4,cat4,834,Knox-Garner,Automated systemic hierarchy,83000.0,101352,successful,1152,US,USD,2021-01-18,2021-08-25
subcat15,cat8,2793,Davis-Allen,Digitized eco-centric core,2400.0,4477,successful,50,US,USD,2020-09-18,2021-05-16
subcat10,cat6,2901,Miller-Patel,Mandatory uniform strategy,60400.0,4393,failed,151,US,USD,2021-11-20,2021-12-18
subcat9,cat3,2141,Hernandez-Grimes,Profit-focused zero administration forecast,102900.0,67546,failed,1608,US,USD,2021-01-06,2021-05-07
subcat18,cat2,308,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,143788,successful,3059,CA,CAD,2020-11-18,2021-08-27
subcat5,cat5,705,Noble-Bailey,Customizable dynamic info-mediaries,800.0,3755,successful,34,US,USD,2020-06-25,2021-04-20
subcat4,cat4,1670,Taylor PLC,Enhanced incremental budgetary management,7100.0,9238,successful,220,US,USD,2020-05-20,2021-02-19
subcat7,cat5,1159,Holmes PLC,Digitized local info-mediaries,46100.0,77012,successful,1604,AU,AUD,2020-08-10,2021-09-06
subcat2,cat2,2592,Jones-Martin,Virtual systematic monitoring,8100.0,14083,successful,454,US,USD,2020-09-20,2021-02-10
subcat11,cat5,1195,Myers LLC,Reactive bottom-line open architecture,1700.0,12202,successful,123,IT,EUR,2020-06-30,2021-04-05
subcat8,cat2,1635,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300.0,62127,failed,941,US,USD,2021-05-27,2021-06-30
subcat15,cat8,2432,Bell PLC,Ergonomic eco-centric open architecture,100.0,2,failed,1,US,USD,2021-10-06,2021-11-24
subcat4,cat4,109,Smith-Schmidt,Inverse radical hierarchy,900.0,13772,successful,299,US,USD,2021-02-04,2021-08-07
subcat13,cat5,1509,"Ruiz, Richardson and Cole",Team-oriented static interface,7300.0,2946,failed,40,US,USD,2020-10-27,2021-04-19
subcat4,cat4,1285,Leonard-Mcclain,Virtual foreground throughput,195800.0,168820,failed,3015,CA,CAD,2021-04-15,2021-08-21
subcat4,cat4,500,Bailey-Boyer,Visionary exuding Internet solution,48900.0,154321,successful,2237,US,USD,2021-04-06,2021-12-18
subcat4,cat4,2835,Lee LLC,Synchronized secondary analyzer,29600.0,26527,failed,435,US,USD,2021-03-25,2021-08-23
subcat5,cat5,1533,Lyons Inc,Balanced attitude-oriented parallelism,39300.0,71583,successful,645,US,USD,2020-03-02,2021-03-09
subcat4,cat4,2445,Herrera-Wilson,Organized bandwidth-monitored core,3400.0,12100,successful,484,DK,DKK,2021-05-02,2021-08-28
subcat5,cat5,2906,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200.0,12129,successful,154,CA,CAD,2020-05-03,2021-04-28
subcat2,cat2,1237,Stewart LLC,Secured asymmetric projection,135600.0,62804,failed,714,US,USD,2021-02-10,2021-05-08
